Time (ms),Voltage (V),Current (A),Torque (N*m),Speed (RPM),Efficiency (%)
11,904.00,0.00,0.59,____,_____
11,712.00,0.00,0.29,____,_____
11,664.00,0.00,0.00,____,_____
11,916.00,0.00,0.00,____,_____
11,940.00,0.00,0.00,____,_____
11,788.00,0.00,0.00,____,_____
12,872.00,0.00,0.00,____,_____
12,852.00,0.00,0.00,____,_____
12,932.00,0.00,0.00,____,_____
12,1012.00,0.00,0.00,____,_____
12,692.00,0.00,0.00,____,_____
12,696.00,0.00,0.00,____,_____
12,720.00,0.00,0.00,____,_____
12,908.00,0.00,0.00,____,_____
12,1016.00,0.00,0.00,____,_____
12,704.00,0.00,0.00,____,_____
13,864.00,0.00,0.00,____,_____
13,724.00,0.00,0.00,____,_____
13,664.00,0.00,0.00,____,_____
13,728.00,0.00,0.00,____,_____
13,672.00,0.00,0.00,____,_____
13,696.00,0.00,0.00,____,_____
13,496.00,0.00,0.00,____,_____
13,960.00,0.00,0.00,____,_____
13,676.00,0.00,0.00,____,_____
14,1092.00,0.00,0.00,____,_____
14,800.00,0.00,0.00,____,_____
14,976.00,0.00,0.00,____,_____
14,888.00,0.00,0.00,____,_____
14,792.00,0.00,0.00,____,_____
14,936.00,0.00,0.00,____,_____
14,696.00,0.00,0.00,____,_____
14,624.00,0.00,0.00,____,_____
14,788.00,0.00,0.00,____,_____
14,992.00,0.00,0.00,____,_____
15,1048.00,0.00,0.59,____,_____
15,1024.00,0.00,0.00,____,_____
15,856.00,0.00,0.59,____,_____
15,960.00,0.00,0.29,____,_____
15,824.00,0.00,0.00,____,_____
15,652.00,0.00,0.00,____,_____
15,852.00,0.00,0.00,____,_____
15,1136.00,0.00,0.00,____,_____
15,692.00,0.00,0.00,____,_____
15,740.00,0.00,0.00,____,_____
16,812.00,0.00,0.00,____,_____
16,1028.00,0.00,0.00,____,_____
16,1056.00,0.00,0.00,____,_____
16,892.00,0.00,0.00,____,_____
16,812.00,0.00,0.00,____,_____
16,760.00,0.00,0.00,____,_____
16,676.00,0.00,0.00,____,_____
16,768.00,0.00,0.00,____,_____
16,592.00,0.00,0.00,____,_____
16,480.00,0.00,0.00,____,_____
17,840.00,0.00,0.00,____,_____
17,1012.00,0.00,0.29,____,_____
17,792.00,0.00,0.00,____,_____
17,1124.00,0.00,0.00,____,_____
17,784.00,0.00,0.00,____,_____
17,812.00,0.00,0.00,____,_____
17,776.00,0.00,0.00,____,_____
17,748.00,0.00,0.00,____,_____
17,632.00,0.00,0.00,____,_____
17,708.00,0.00,0.00,____,_____
18,740.00,0.00,0.00,____,_____
18,928.00,0.00,0.00,____,_____
18,1064.00,0.00,0.00,____,_____
18,956.00,0.00,0.00,____,_____
18,836.00,0.00,0.00,____,_____
18,828.00,0.00,0.00,____,_____
18,860.00,0.00,0.00,____,_____
18,660.00,0.00,0.00,____,_____
18,780.00,0.00,0.00,____,_____
18,860.00,0.00,0.59,____,_____
19,784.00,0.00,0.29,____,_____
19,848.00,0.00,0.00,____,_____
19,940.00,0.00,0.59,____,_____
19,1020.00,0.00,0.59,____,_____
19,1172.00,0.00,0.00,____,_____
19,756.00,0.00,0.00,____,_____
19,708.00,0.00,0.00,____,_____
19,700.00,0.00,0.00,____,_____
19,876.00,0.00,0.00,____,_____
20,992.00,0.00,0.00,____,_____
20,776.00,0.00,0.00,____,_____
20,1016.00,0.00,0.00,____,_____
20,1084.00,0.00,0.00,____,_____
20,760.00,0.00,0.00,____,_____
20,1012.00,0.00,0.00,____,_____
20,652.00,0.00,0.29,____,_____
20,756.00,0.00,0.88,____,_____
20,760.00,0.00,0.00,____,_____
20,568.00,0.00,0.00,____,_____
21,992.00,0.00,0.00,____,_____
21,968.00,0.00,0.00,____,_____
21,800.00,0.00,0.00,____,_____
21,1012.00,0.00,0.00,____,_____
21,1024.00,0.00,0.00,____,_____
21,800.00,0.00,0.29,____,_____
21,792.00,0.00,0.29,____,_____
21,744.00,0.00,0.00,____,_____
21,724.00,0.00,0.00,____,_____
21,724.00,0.00,0.00,____,_____
22,792.00,0.00,0.29,____,_____
22,900.00,0.00,0.59,____,_____
22,936.00,0.00,0.29,____,_____
22,780.00,0.00,0.00,____,_____
22,792.00,0.00,0.59,____,_____
22,980.00,0.00,0.29,____,_____
22,916.00,0.00,0.00,____,_____
22,612.00,0.00,0.00,____,_____
22,964.00,0.00,0.00,____,_____
22,560.00,0.00,0.00,____,_____
23,900.00,0.00,0.00,____,_____
23,1080.00,0.00,0.00,____,_____
23,908.00,0.00,0.00,____,_____
23,772.00,0.00,0.00,____,_____
23,976.00,0.00,0.00,____,_____
23,560.00,0.00,0.00,____,_____
23,620.00,0.00,0.00,____,_____
23,712.00,0.00,0.00,____,_____
23,756.00,0.00,0.00,____,_____
23,864.00,0.00,0.00,____,_____
24,904.00,0.00,0.00,____,_____
24,848.00,0.00,0.00,____,_____
24,940.00,0.00,0.00,____,_____
24,1080.00,0.00,0.00,____,_____
24,684.00,0.00,0.59,____,_____
24,1256.00,0.00,0.59,____,_____
24,676.00,0.00,0.59,____,_____
24,752.00,0.00,0.59,____,_____
24,1004.00,0.00,0.29,____,_____
24,692.00,0.00,0.00,____,_____
25,380.00,0.00,0.00,____,_____
25,676.00,0.00,0.00,____,_____
25,952.00,0.00,0.00,____,_____
25,1156.00,0.00,0.00,____,_____
25,848.00,0.00,0.00,____,_____
25,1112.00,0.00,0.00,____,_____
25,976.00,0.00,0.59,____,_____
25,868.00,0.00,0.29,____,_____
25,792.00,0.00,0.00,____,_____
26,592.00,0.00,0.59,____,_____
26,768.00,0.00,0.29,____,_____
26,844.00,0.00,0.00,____,_____
26,844.00,0.00,0.00,____,_____
26,764.00,0.00,0.00,____,_____
26,876.00,0.00,0.00,____,_____
26,864.00,0.00,0.00,____,_____
26,964.00,0.00,0.00,____,_____
26,656.00,0.00,0.00,____,_____
26,680.00,0.00,0.59,____,_____
27,740.00,0.00,0.29,____,_____
27,968.00,0.00,0.00,____,_____
27,628.00,0.00,0.00,____,_____
27,804.00,0.00,0.00,____,_____
27,776.00,0.00,0.00,____,_____
27,548.00,0.00,0.00,____,_____
27,832.00,0.00,0.00,____,_____
27,980.00,0.00,0.00,____,_____
27,968.00,0.00,0.00,____,_____
27,824.00,0.00,0.00,____,_____
28,648.00,0.00,0.00,____,_____
28,736.00,0.00,0.00,____,_____
28,572.00,0.00,0.00,____,_____
28,876.00,0.00,0.00,____,_____
28,788.00,0.00,0.00,____,_____
28,904.00,0.00,0.00,____,_____
28,928.00,0.00,0.00,____,_____
28,1012.00,0.00,0.59,____,_____
28,956.00,0.00,0.29,____,_____
28,704.00,0.00,0.00,____,_____
29,996.00,0.00,0.00,____,_____
29,600.00,0.00,0.00,____,_____
29,864.00,0.00,0.00,____,_____
29,756.00,0.00,0.00,____,_____
29,944.00,0.00,0.00,____,_____
29,636.00,0.00,0.00,____,_____
29,1032.00,0.00,0.00,____,_____
29,520.00,0.00,0.00,____,_____
29,744.00,0.00,0.00,____,_____
29,580.00,0.00,0.00,____,_____
30,804.00,0.00,0.00,____,_____
30,760.00,0.00,0.00,____,_____
30,796.00,0.00,0.00,____,_____
30,692.00,0.00,0.59,____,_____
30,768.00,0.00,0.29,____,_____
30,944.00,0.00,0.00,____,_____
30,800.00,0.00,0.59,____,_____
30,684.00,0.00,0.00,____,_____
30,824.00,0.00,0.29,____,_____
30,804.00,0.00,0.00,____,_____
31,584.00,0.00,0.00,____,_____
31,812.00,0.00,0.00,____,_____
31,780.00,0.00,0.00,____,_____
31,984.00,0.00,0.00,____,_____
31,848.00,0.00,0.00,____,_____
31,976.00,0.00,0.00,____,_____
31,836.00,0.00,0.00,____,_____
31,652.00,0.00,0.00,____,_____
31,628.00,0.00,0.00,____,_____
32,896.00,0.00,0.00,____,_____
32,660.00,0.00,0.00,____,_____
32,620.00,0.00,0.00,____,_____
32,1016.00,0.00,0.00,____,_____
32,856.00,0.00,0.00,____,_____
32,852.00,0.00,0.00,____,_____
32,812.00,0.00,0.00,____,_____
32,808.00,0.00,0.00,____,_____
32,752.00,0.00,0.00,____,_____
32,824.00,0.00,0.00,____,_____
33,716.00,0.00,0.00,____,_____
33,944.00,0.00,0.00,____,_____
33,672.00,0.00,0.59,____,_____
33,540.00,0.00,0.59,____,_____
33,1092.00,0.00,0.00,____,_____
33,912.00,0.00,0.59,____,_____
33,700.00,0.00,0.59,____,_____
33,888.00,0.00,0.00,____,_____
33,1096.00,0.00,0.00,____,_____
33,568.00,0.00,0.00,____,_____
34,820.00,0.00,0.00,____,_____
34,740.00,0.00,0.00,____,_____
34,660.00,0.00,0.00,____,_____
34,964.00,0.00,0.00,____,_____
34,712.00,0.00,0.00,____,_____
34,968.00,0.00,0.00,____,_____
34,808.00,0.00,0.00,____,_____
34,1048.00,0.00,0.00,____,_____
34,704.00,0.00,0.00,____,_____
34,664.00,0.00,0.00,____,_____
35,596.00,0.00,0.00,____,_____
35,756.00,0.00,0.59,____,_____
35,1096.00,0.00,0.29,____,_____
35,836.00,0.00,0.00,____,_____
35,912.00,0.00,0.59,____,_____
35,692.00,0.00,0.00,____,_____
35,836.00,0.00,0.00,____,_____
35,840.00,0.00,0.00,____,_____
35,784.00,0.00,0.00,____,_____
35,780.00,0.00,0.00,____,_____
36,616.00,0.00,0.00,____,_____
36,652.00,0.00,0.00,____,_____
36,796.00,0.00,0.00,____,_____
36,756.00,0.00,0.29,____,_____
36,772.00,0.00,0.59,____,_____
36,684.00,0.00,0.29,____,_____
36,980.00,0.00,0.00,____,_____
36,828.00,0.00,0.59,____,_____
36,780.00,0.00,0.29,____,_____
36,1124.00,0.00,0.00,____,_____
37,876.00,0.00,0.59,____,_____
37,600.00,0.00,0.29,____,_____
37,632.00,0.00,0.00,____,_____
37,892.00,0.00,0.00,____,_____
37,1000.00,0.00,0.00,____,_____
37,936.00,0.00,0.00,____,_____
37,852.00,0.00,0.00,____,_____
37,772.00,0.00,0.00,____,_____
37,736.00,0.00,0.00,____,_____
38,952.00,0.00,0.00,____,_____
38,724.00,0.00,0.00,____,_____
38,748.00,0.00,0.00,____,_____
38,776.00,0.00,0.00,____,_____
38,796.00,0.00,0.00,____,_____
38,972.00,0.00,0.00,____,_____
38,740.00,0.00,0.00,____,_____
38,984.00,0.00,0.00,____,_____
38,908.00,0.00,0.00,____,_____
38,892.00,0.00,0.59,____,_____
39,760.00,0.00,0.59,____,_____
39,688.00,0.00,0.00,____,_____
39,724.00,0.00,0.29,____,_____
39,876.00,0.00,0.00,____,_____
39,536.00,0.00,0.00,____,_____
39,820.00,0.00,0.00,____,_____
39,788.00,0.00,0.00,____,_____
39,1044.00,0.00,0.00,____,_____
39,940.00,0.00,0.00,____,_____
39,756.00,0.00,0.00,____,_____
40,876.00,0.00,0.00,____,_____
40,780.00,0.00,0.00,____,_____
40,552.00,0.00,0.00,____,_____
40,712.00,0.00,0.00,____,_____
40,544.00,0.00,0.59,____,_____
40,704.00,0.00,0.29,____,_____
40,860.00,0.00,0.00,____,_____
40,916.00,0.00,0.59,____,_____
40,844.00,0.00,0.00,____,_____
40,592.00,0.00,0.00,____,_____
41,728.00,0.00,0.00,____,_____
41,1008.00,0.00,0.00,____,_____
41,752.00,0.00,0.00,____,_____
41,780.00,0.00,0.00,____,_____
41,812.00,0.00,0.00,____,_____
41,1004.00,0.00,0.00,____,_____
41,796.00,0.00,0.00,____,_____
41,612.00,0.00,0.00,____,_____
41,848.00,0.00,0.00,____,_____
41,844.00,0.00,0.00,____,_____
42,628.00,0.00,0.59,____,_____
42,712.00,0.00,0.29,____,_____
42,616.00,0.00,0.00,____,_____
42,920.00,0.00,0.29,____,_____
42,928.00,0.00,0.00,____,_____
42,772.00,0.00,0.00,____,_____
42,1096.00,0.00,0.00,____,_____
42,832.00,0.00,0.00,____,_____
42,848.00,0.00,0.00,____,_____
42,552.00,0.00,0.00,____,_____
43,740.00,0.00,0.29,____,_____
43,736.00,0.00,0.29,____,_____
43,924.00,0.00,0.00,____,_____
43,756.00,0.00,0.00,____,_____
43,900.00,0.00,0.00,____,_____
43,844.00,0.00,0.00,____,_____
43,1048.00,0.00,0.59,____,_____
43,872.00,0.00,0.59,____,_____
43,768.00,0.00,0.00,____,_____
43,756.00,0.00,0.59,____,_____
44,760.00,0.00,0.00,____,_____
44,764.00,0.00,0.00,____,_____
44,740.00,0.00,0.00,____,_____
44,948.00,0.00,0.00,____,_____
44,780.00,0.00,0.00,____,_____
44,852.00,0.00,0.00,____,_____
44,1136.00,0.00,0.00,____,_____
44,896.00,0.00,0.00,____,_____
44,1020.00,0.00,0.00,____,_____
45,760.00,0.00,0.00,____,_____
45,712.00,0.00,0.00,____,_____
45,964.00,0.00,0.00,____,_____
45,872.00,0.00,0.59,____,_____
45,896.00,0.00,0.00,____,_____
45,824.00,0.00,0.00,____,_____
45,872.00,0.00,0.00,____,_____
45,824.00,0.00,0.00,____,_____
45,1004.00,0.00,0.00,____,_____
45,988.00,0.00,0.00,____,_____
46,680.00,0.00,0.00,____,_____
46,556.00,0.00,0.00,____,_____
46,604.00,0.00,0.59,____,_____
46,1036.00,0.00,0.59,____,_____
46,584.00,0.00,0.00,____,_____
46,996.00,0.00,0.00,____,_____
46,980.00,0.00,0.00,____,_____
46,964.00,0.00,0.00,____,_____
46,840.00,0.00,0.00,____,_____
46,620.00,0.00,0.00,____,_____
47,792.00,0.00,0.00,____,_____
47,700.00,0.00,0.59,____,_____
47,748.00,0.00,0.29,____,_____
47,732.00,0.00,0.00,____,_____
47,748.00,0.00,0.00,____,_____
47,908.00,0.00,0.00,____,_____
47,960.00,0.00,0.00,____,_____
47,812.00,0.00,0.00,____,_____
47,852.00,0.00,0.00,____,_____
47,700.00,0.00,0.00,____,_____
48,548.00,0.00,0.00,____,_____
48,700.00,0.00,0.00,____,_____
48,776.00,0.00,0.00,____,_____
48,1092.00,0.00,0.00,____,_____
48,536.00,0.00,0.59,____,_____
48,880.00,0.00,0.00,____,_____
48,916.00,0.00,0.59,____,_____
48,868.00,0.00,0.00,____,_____
48,876.00,0.00,0.00,____,_____
48,884.00,0.00,0.00,____,_____
49,776.00,0.00,0.00,____,_____
49,436.00,0.00,0.00,____,_____
49,912.00,0.00,0.00,____,_____
49,880.00,0.00,0.00,____,_____
49,712.00,0.00,0.00,____,_____
49,776.00,0.00,0.00,____,_____
49,868.00,0.00,0.59,____,_____
49,1028.00,0.00,0.59,____,_____
49,864.00,0.00,0.00,____,_____
49,884.00,0.00,0.59,____,_____
50,544.00,0.00,0.00,____,_____
50,736.00,0.00,0.00,____,_____
50,836.00,0.00,0.00,____,_____
50,800.00,0.00,0.00,____,_____
50,820.00,0.00,0.00,____,_____
50,852.00,0.00,0.00,____,_____
50,868.00,0.00,0.00,____,_____
50,972.00,0.00,0.00,____,_____
50,956.00,0.00,0.00,____,_____
51,888.00,0.00,0.88,____,_____
51,1128.00,0.00,0.29,____,_____
51,592.00,0.00,0.00,____,_____
51,560.00,0.00,0.59,____,_____
51,776.00,0.00,0.59,____,_____
51,668.00,0.00,0.00,____,_____
51,896.00,0.00,0.59,____,_____
51,1180.00,0.00,0.29,____,_____
51,848.00,0.00,0.00,____,_____
51,1044.00,0.00,0.00,____,_____
52,812.00,0.00,0.00,____,_____
52,584.00,0.00,0.00,____,_____
52,944.00,0.00,0.00,____,_____
52,732.00,0.00,0.00,____,_____
52,668.00,0.00,0.00,____,_____
52,980.00,0.00,0.29,____,_____
52,940.00,0.00,0.59,____,_____
52,732.00,0.00,0.00,____,_____
52,1016.00,0.00,0.00,____,_____
52,788.00,0.00,0.00,____,_____
53,680.00,0.00,0.00,____,_____
53,1196.00,0.00,0.29,____,_____
53,960.00,0.00,0.59,____,_____
53,724.00,0.00,0.29,____,_____
53,700.00,0.00,0.00,____,_____
53,868.00,0.00,0.29,____,_____
53,644.00,0.00,0.59,____,_____
53,1008.00,0.00,0.00,____,_____
53,900.00,0.00,0.59,____,_____
53,960.00,0.00,0.00,____,_____
54,864.00,0.00,0.00,____,_____
54,1084.00,0.00,0.00,____,_____
54,776.00,0.00,0.00,____,_____
54,820.00,0.00,0.00,____,_____
54,928.00,0.00,0.59,____,_____
54,596.00,0.00,0.59,____,_____
54,728.00,0.00,0.00,____,_____
54,964.00,0.00,0.59,____,_____
54,920.00,0.00,0.00,____,_____
54,776.00,0.00,0.00,____,_____
55,756.00,0.00,0.00,____,_____
55,776.00,0.00,0.00,____,_____
55,724.00,0.00,0.00,____,_____
55,888.00,0.00,0.00,____,_____
55,808.00,0.00,0.00,____,_____
55,968.00,0.00,0.29,____,_____
55,644.00,0.00,0.00,____,_____
55,896.00,0.00,0.00,____,_____
55,1036.00,0.00,0.00,____,_____
55,892.00,0.00,0.00,____,_____
56,812.00,0.00,0.59,____,_____
56,1000.00,0.00,0.00,____,_____
56,976.00,0.00,0.59,____,_____
56,548.00,0.00,0.00,____,_____
56,620.00,0.00,0.00,____,_____
56,832.00,0.00,0.00,____,_____
56,784.00,0.00,0.00,____,_____
56,604.00,0.00,0.00,____,_____
56,772.00,0.00,0.00,____,_____
57,884.00,0.00,0.00,____,_____
57,916.00,0.00,0.00,____,_____
57,864.00,0.00,0.00,____,_____
57,960.00,0.00,0.00,____,_____
57,748.00,0.00,0.00,____,_____
57,712.00,0.00,0.00,____,_____
57,724.00,0.00,0.59,____,_____
57,712.00,0.00,0.59,____,_____
57,748.00,0.00,0.00,____,_____
57,972.00,0.00,0.59,____,_____
58,572.00,0.00,0.29,____,_____
58,872.00,0.00,0.00,____,_____
58,756.00,0.00,0.59,____,_____
58,908.00,0.00,0.00,____,_____
58,828.00,0.00,0.00,____,_____
58,812.00,0.00,0.00,____,_____
58,668.00,0.00,0.00,____,_____
58,1032.00,0.00,0.00,____,_____
58,964.00,0.00,0.00,____,_____
58,732.00,0.00,0.00,____,_____
59,1092.00,0.00,0.00,____,_____
59,848.00,0.00,0.29,____,_____
59,972.00,0.00,0.59,____,_____
59,872.00,0.00,0.00,____,_____
59,956.00,0.00,0.59,____,_____
59,820.00,0.00,0.29,____,_____
59,584.00,0.00,0.00,____,_____
59,696.00,0.00,0.00,____,_____
59,880.00,0.00,0.00,____,_____
59,752.00,0.00,0.00,____,_____
60,1056.00,0.00,0.00,____,_____
60,892.00,0.00,0.00,____,_____
60,1016.00,0.00,0.00,____,_____
60,752.00,0.00,0.00,____,_____
60,992.00,0.00,0.00,____,_____
60,948.00,0.00,0.00,____,_____
60,872.00,0.00,0.00,____,_____
60,892.00,0.00,0.00,____,_____
60,732.00,0.00,0.00,____,_____
60,928.00,0.00,0.00,____,_____
61,676.00,0.00,0.88,____,_____
61,840.00,0.00,0.00,____,_____
61,812.00,0.00,0.00,____,_____
61,844.00,0.00,0.00,____,_____
61,1064.00,0.00,0.00,____,_____
61,588.00,0.00,0.00,____,_____
61,700.00,0.00,0.00,____,_____
61,956.00,0.00,0.00,____,_____
61,668.00,0.00,0.00,____,_____
61,788.00,0.00,0.59,____,_____
62,820.00,0.00,0.00,____,_____
62,1032.00,0.00,0.00,____,_____
62,688.00,0.00,0.00,____,_____
62,968.00,0.00,0.00,____,_____
62,884.00,0.00,0.00,____,_____
62,824.00,0.00,0.00,____,_____
62,956.00,0.00,0.00,____,_____
62,832.00,0.00,0.00,____,_____
62,1000.00,0.00,0.00,____,_____
62,640.00,0.00,0.00,____,_____
63,852.00,0.00,0.00,____,_____
63,788.00,0.00,0.00,____,_____
63,964.00,0.00,0.00,____,_____
63,952.00,0.00,0.00,____,_____
63,860.00,0.00,0.59,____,_____
63,948.00,0.00,0.00,____,_____
63,828.00,0.00,0.00,____,_____
63,732.00,0.00,0.00,____,_____
63,736.00,0.00,0.00,____,_____
64,644.00,0.00,0.00,____,_____
64,768.00,0.00,0.00,____,_____
64,652.00,0.00,0.00,____,_____
64,368.00,0.00,0.00,____,_____
64,944.00,0.00,0.29,____,_____
64,868.00,0.00,0.59,____,_____
64,908.00,0.00,0.29,____,_____
64,960.00,0.00,0.00,____,_____
64,984.00,0.00,0.00,____,_____
64,884.00,0.00,0.00,____,_____
65,536.00,0.00,0.00,____,_____
65,768.00,0.00,0.59,____,_____
65,832.00,0.00,0.00,____,_____
65,808.00,0.00,0.00,____,_____
65,928.00,0.00,0.00,____,_____
65,564.00,0.00,0.00,____,_____
65,740.00,0.00,0.00,____,_____
65,820.00,0.00,0.00,____,_____
65,780.00,0.00,0.00,____,_____
65,852.00,0.00,0.29,____,_____
66,1012.00,0.00,0.59,____,_____
66,784.00,0.00,0.00,____,_____
66,824.00,0.00,0.59,____,_____
66,1136.00,0.00,0.59,____,_____
66,748.00,0.00,0.00,____,_____
66,624.00,0.00,0.00,____,_____
66,776.00,0.00,0.00,____,_____
66,684.00,0.00,0.00,____,_____
66,824.00,0.00,0.00,____,_____
66,968.00,0.00,0.00,____,_____
67,756.00,0.00,0.00,____,_____
67,980.00,0.00,0.00,____,_____
67,616.00,0.00,0.00,____,_____
67,768.00,0.00,0.00,____,_____
67,660.00,0.00,0.00,____,_____
67,640.00,0.00,0.59,____,_____
67,852.00,0.00,0.29,____,_____
67,460.00,0.00,0.00,____,_____
67,880.00,0.00,0.00,____,_____
67,704.00,0.00,0.00,____,_____
68,1064.00,0.00,0.00,____,_____
68,924.00,0.00,0.00,____,_____
